timestamp;container;cpu;mem_usage;mem_percent;net_io;block_io
2026-09-07T17:59:19+00:00;tb-thingsboard-ce-1;40.89%;1.986GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T17:59:19+00:00;tb-postgres-1;173.88%;4.243GiB / 15.57GiB;27.26%;22.2GB / 8.54GB;1.57TB / 3.89TB
2026-09-07T17:59:19+00:00;tb-kafka-1;5.57%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T17:59:31+00:00;tb-thingsboard-ce-1;17.96%;1.986GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T17:59:31+00:00;tb-postgres-1;0.11%;4.244GiB / 15.57GiB;27.26%;22.2GB / 8.54GB;1.57TB / 3.89TB
2026-09-07T17:59:31+00:00;tb-kafka-1;6.47%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T17:59:43+00:00;tb-thingsboard-ce-1;15.03%;1.987GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T17:59:43+00:00;tb-postgres-1;19.55%;4.247GiB / 15.57GiB;27.28%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T17:59:43+00:00;tb-kafka-1;8.36%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T17:59:56+00:00;tb-thingsboard-ce-1;15.55%;1.986GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T17:59:56+00:00;tb-postgres-1;116.76%;4.247GiB / 15.57GiB;27.29%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T17:59:56+00:00;tb-kafka-1;6.18%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:00:08+00:00;tb-thingsboard-ce-1;15.97%;1.987GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:00:08+00:00;tb-postgres-1;5.03%;4.248GiB / 15.57GiB;27.29%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T18:00:08+00:00;tb-kafka-1;5.92%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:00:20+00:00;tb-thingsboard-ce-1;28.65%;1.987GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:00:20+00:00;tb-postgres-1;150.04%;4.248GiB / 15.57GiB;27.29%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T18:00:20+00:00;tb-kafka-1;8.67%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:00:32+00:00;tb-thingsboard-ce-1;15.06%;1.986GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:00:32+00:00;tb-postgres-1;0.80%;4.248GiB / 15.57GiB;27.29%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T18:00:32+00:00;tb-kafka-1;5.99%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:00:44+00:00;tb-thingsboard-ce-1;56.18%;1.987GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:00:44+00:00;tb-postgres-1;185.82%;4.249GiB / 15.57GiB;27.29%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T18:00:44+00:00;tb-kafka-1;5.58%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:00:56+00:00;tb-thingsboard-ce-1;15.28%;1.986GiB / 15.57GiB;12.76%;23.3GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:00:56+00:00;tb-postgres-1;1.23%;4.249GiB / 15.57GiB;27.29%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T18:00:56+00:00;tb-kafka-1;6.21%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:01:08+00:00;tb-thingsboard-ce-1;16.44%;1.987GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:01:08+00:00;tb-postgres-1;15.08%;4.249GiB / 15.57GiB;27.30%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T18:01:08+00:00;tb-kafka-1;8.27%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:01:20+00:00;tb-thingsboard-ce-1;16.82%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:01:20+00:00;tb-postgres-1;1.91%;4.249GiB / 15.57GiB;27.30%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T18:01:20+00:00;tb-kafka-1;7.06%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:01:33+00:00;tb-thingsboard-ce-1;15.18%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:01:33+00:00;tb-postgres-1;0.77%;4.251GiB / 15.57GiB;27.31%;22.2GB / 8.55GB;1.57TB / 3.89TB
2026-09-07T18:01:33+00:00;tb-kafka-1;6.31%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:01:45+00:00;tb-thingsboard-ce-1;23.97%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:01:45+00:00;tb-postgres-1;64.20%;4.252GiB / 15.57GiB;27.31%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:01:45+00:00;tb-kafka-1;13.73%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:01:57+00:00;tb-thingsboard-ce-1;16.13%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:01:57+00:00;tb-postgres-1;0.13%;4.252GiB / 15.57GiB;27.32%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:01:57+00:00;tb-kafka-1;6.66%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:02:09+00:00;tb-thingsboard-ce-1;16.11%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:02:09+00:00;tb-postgres-1;180.32%;4.253GiB / 15.57GiB;27.32%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:02:09+00:00;tb-kafka-1;13.52%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:02:21+00:00;tb-thingsboard-ce-1;16.11%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:02:21+00:00;tb-postgres-1;0.17%;4.255GiB / 15.57GiB;27.33%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:02:21+00:00;tb-kafka-1;6.47%;1.459GiB / 15.57GiB;9.38%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:02:33+00:00;tb-thingsboard-ce-1;16.97%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:02:33+00:00;tb-postgres-1;1.82%;4.257GiB / 15.57GiB;27.35%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:02:33+00:00;tb-kafka-1;5.81%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:02:45+00:00;tb-thingsboard-ce-1;44.42%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:02:45+00:00;tb-postgres-1;0.34%;4.26GiB / 15.57GiB;27.37%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:02:45+00:00;tb-kafka-1;5.63%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:02:57+00:00;tb-thingsboard-ce-1;14.13%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:02:57+00:00;tb-postgres-1;4.41%;4.261GiB / 15.57GiB;27.37%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:02:57+00:00;tb-kafka-1;6.66%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:03:10+00:00;tb-thingsboard-ce-1;22.93%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:03:10+00:00;tb-postgres-1;81.82%;4.261GiB / 15.57GiB;27.38%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:03:10+00:00;tb-kafka-1;11.85%;1.459GiB / 15.57GiB;9.38%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:03:22+00:00;tb-thingsboard-ce-1;16.19%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:03:22+00:00;tb-postgres-1;0.83%;4.261GiB / 15.57GiB;27.38%;22.2GB / 8.56GB;1.57TB / 3.89TB
2026-09-07T18:03:22+00:00;tb-kafka-1;4.98%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:03:34+00:00;tb-thingsboard-ce-1;40.07%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.1GB;242MB / 72.1MB
2026-09-07T18:03:34+00:00;tb-postgres-1;165.98%;4.262GiB / 15.57GiB;27.38%;22.2GB / 8.57GB;1.57TB / 3.89TB
2026-09-07T18:03:34+00:00;tb-kafka-1;5.94%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:03:46+00:00;tb-thingsboard-ce-1;14.19%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.2GB;242MB / 72.1MB
2026-09-07T18:03:46+00:00;tb-postgres-1;0.12%;4.261GiB / 15.57GiB;27.37%;22.2GB / 8.57GB;1.57TB / 3.89TB
2026-09-07T18:03:46+00:00;tb-kafka-1;6.53%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:03:58+00:00;tb-thingsboard-ce-1;15.71%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.2GB;242MB / 72.1MB
2026-09-07T18:03:58+00:00;tb-postgres-1;2.78%;4.261GiB / 15.57GiB;27.38%;22.2GB / 8.57GB;1.57TB / 3.89TB
2026-09-07T18:03:58+00:00;tb-kafka-1;5.50%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:04:10+00:00;tb-thingsboard-ce-1;14.37%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.2GB;242MB / 72.1MB
2026-09-07T18:04:10+00:00;tb-postgres-1;0.15%;4.262GiB / 15.57GiB;27.38%;22.2GB / 8.57GB;1.57TB / 3.89TB
2026-09-07T18:04:10+00:00;tb-kafka-1;8.88%;1.459GiB / 15.57GiB;9.37%;16.5GB / 13.2GB;923MB / 11.9GB
2026-09-07T18:04:22+00:00;tb-thingsboard-ce-1;15.72%;1.986GiB / 15.57GiB;12.76%;23.4GB / 39.2GB;242MB / 72.1MB
