timestamp;load_1m;cpu_total_pct;iowait_pct;ram_total_mb;ram_used_mb;ram_available_mb;swap_total_mb;swap_used_mb;root_disk_used_pct
2026-09-04T16:23:56+00:00;0.31;4.95;0.39;15939;8410;7529;0;0;15%
2026-09-04T16:24:08+00:00;0.24;5.93;0.61;15939;8408;7531;0;0;15%
2026-09-04T16:24:20+00:00;0.20;5.63;1.33;15939;8401;7538;0;0;15%
2026-09-04T16:24:32+00:00;0.39;5.37;0.50;15939;8412;7527;0;0;15%
2026-09-04T16:24:44+00:00;0.30;4.58;0.50;15939;8408;7531;0;0;15%
2026-09-04T16:24:56+00:00;0.26;5.65;0.52;15939;8410;7528;0;0;15%
2026-09-04T16:25:08+00:00;0.20;5.05;0.63;15939;8414;7525;0;0;15%
2026-09-04T16:25:20+00:00;0.17;5.26;1.09;15939;8404;7535;0;0;15%
2026-09-04T16:25:33+00:00;0.14;6.50;0.61;15939;8411;7527;0;0;15%
2026-09-04T16:25:45+00:00;0.11;4.54;0.69;15939;8411;7527;0;0;15%
2026-09-04T16:25:57+00:00;0.09;5.67;0.67;15939;8410;7528;0;0;15%
2026-09-04T16:26:09+00:00;0.07;4.74;0.54;15939;8404;7534;0;0;15%
2026-09-04T16:26:21+00:00;0.06;5.11;0.67;15939;8396;7542;0;0;15%
2026-09-04T16:26:33+00:00;0.05;5.22;0.57;15939;8412;7527;0;0;15%
2026-09-04T16:26:45+00:00;0.19;4.61;0.57;15939;8412;7526;0;0;15%
2026-09-04T16:26:57+00:00;0.16;5.50;0.52;15939;8407;7532;0;0;15%
2026-09-04T16:27:09+00:00;0.12;4.78;0.48;15939;8408;7531;0;0;15%
2026-09-04T16:27:22+00:00;0.26;5.84;0.93;15939;8413;7526;0;0;15%
2026-09-04T16:27:34+00:00;0.20;4.78;0.46;15939;8410;7529;0;0;15%
2026-09-04T16:27:46+00:00;0.17;5.19;0.54;15939;8411;7528;0;0;15%
2026-09-04T16:27:58+00:00;0.13;5.69;0.57;15939;8423;7516;0;0;15%
2026-09-04T16:28:10+00:00;0.11;4.88;0.72;15939;8412;7526;0;0;15%
2026-09-04T16:28:22+00:00;0.10;5.67;0.57;15939;8411;7527;0;0;15%
2026-09-04T16:28:34+00:00;0.82;4.46;0.52;15939;8413;7526;0;0;15%
2026-09-04T16:28:46+00:00;0.69;5.78;0.61;15939;8413;7525;0;0;15%
2026-09-04T16:28:58+00:00;0.54;5.41;1.11;15939;8412;7527;0;0;15%
2026-09-04T16:29:11+00:00;0.45;4.73;0.48;15939;8421;7518;0;0;15%
2026-09-04T16:29:23+00:00;0.38;5.71;0.65;15939;8409;7530;0;0;15%
2026-09-04T16:29:35+00:00;0.30;4.84;0.61;15939;8422;7517;0;0;15%
2026-09-04T16:29:47+00:00;0.25;5.53;0.52;15939;8414;7525;0;0;15%
2026-09-04T16:29:59+00:00;0.20;4.60;0.44;15939;8411;7528;0;0;15%
2026-09-04T16:30:11+00:00;0.24;6.43;0.89;15939;8420;7518;0;0;15%
2026-09-04T16:30:23+00:00;0.18;6.10;0.76;15939;8422;7517;0;0;15%
2026-09-04T16:30:35+00:00;0.24;6.38;1.55;15939;8425;7513;0;0;15%
2026-09-04T16:30:48+00:00;0.27;5.86;0.54;15939;8419;7520;0;0;15%
2026-09-04T16:31:00+00:00;0.21;4.94;0.48;15939;8423;7516;0;0;15%
2026-09-04T16:31:12+00:00;0.18;6.09;0.63;15939;8425;7513;0;0;15%
2026-09-04T16:31:24+00:00;0.14;4.74;0.57;15939;8414;7524;0;0;15%
2026-09-04T16:31:36+00:00;0.12;5.74;0.59;15939;8429;7510;0;0;15%
2026-09-04T16:31:48+00:00;1.86;4.83;0.57;15939;8423;7515;0;0;15%
2026-09-04T16:32:00+00:00;1.81;4.79;0.48;15939;8423;7516;0;0;15%
2026-09-04T16:32:12+00:00;1.76;6.04;1.02;15939;8430;7509;0;0;15%
2026-09-04T16:32:24+00:00;1.45;4.52;0.63;15939;8425;7513;0;0;15%
2026-09-04T16:32:37+00:00;1.30;5.86;0.55;15939;8429;7510;0;0;15%
2026-09-04T16:32:49+00:00;1.01;4.66;0.48;15939;8420;7519;0;0;15%
2026-09-04T16:33:01+00:00;0.85;4.68;0.48;15939;8416;7522;0;0;15%
2026-09-04T16:33:13+00:00;0.74;6.85;1.17;15939;8436;7503;0;0;15%
2026-09-04T16:33:25+00:00;0.63;4.75;0.46;15939;8445;7494;0;0;15%
2026-09-04T16:33:37+00:00;0.61;5.85;0.59;15939;8423;7515;0;0;15%
2026-09-04T16:33:49+00:00;0.47;4.57;0.46;15939;8437;7501;0;0;15%
2026-09-04T16:34:02+00:00;0.48;8.40;0.63;15939;8435;7503;0;0;15%
