timestamp;load_1m;cpu_total_pct;iowait_pct;ram_total_mb;ram_used_mb;ram_available_mb;swap_total_mb;swap_used_mb;root_disk_used_pct
2026-09-07T15:16:55+00:00;0.03;7.76;1.09;15939;9990;5949;0;0;27%
2026-09-07T15:17:07+00:00;0.03;9.38;0.65;15939;10002;5936;0;0;27%
2026-09-07T15:17:20+00:00;0.02;7.51;0.82;15939;9982;5956;0;0;27%
2026-09-07T15:17:32+00:00;0.02;7.29;0.78;15939;10014;5925;0;0;27%
2026-09-07T15:17:44+00:00;0.01;9.44;0.74;15939;9994;5944;0;0;27%
2026-09-07T15:17:56+00:00;0.01;7.02;0.56;15939;9999;5939;0;0;27%
2026-09-07T15:18:08+00:00;0.01;9.88;1.20;15939;10010;5928;0;0;27%
2026-09-07T15:18:20+00:00;0.14;7.25;0.48;15939;10004;5934;0;0;27%
2026-09-07T15:18:32+00:00;0.12;9.22;0.91;15939;10001;5938;0;0;27%
2026-09-07T15:18:44+00:00;0.09;8.75;0.69;15939;10010;5928;0;0;27%
2026-09-07T15:18:56+00:00;0.08;7.16;0.85;15939;10006;5932;0;0;27%
2026-09-07T15:19:09+00:00;0.06;10.51;1.05;15939;10003;5936;0;0;27%
