timestamp;load_1m;cpu_total_pct;iowait_pct;ram_total_mb;ram_used_mb;ram_available_mb;swap_total_mb;swap_used_mb;root_disk_used_pct
2026-09-07T12:49:25+00:00;0.23;6.28;0.63;15939;9807;6132;0;0;26%
2026-09-07T12:49:37+00:00;0.26;5.00;0.54;15939;9810;6129;0;0;26%
2026-09-07T12:49:50+00:00;0.22;4.85;0.65;15939;9799;6139;0;0;26%
2026-09-07T12:50:02+00:00;0.18;6.21;0.59;15939;9804;6135;0;0;26%
2026-09-07T12:50:14+00:00;0.14;5.32;0.50;15939;9791;6148;0;0;26%
2026-09-07T12:50:26+00:00;0.12;6.72;1.00;15939;9797;6142;0;0;26%
2026-09-07T12:50:38+00:00;0.09;5.49;0.61;15939;9795;6144;0;0;26%
2026-09-07T12:50:50+00:00;0.32;6.06;0.65;15939;9808;6130;0;0;26%
2026-09-07T12:51:02+00:00;0.25;4.69;0.50;15939;9794;6145;0;0;26%
2026-09-07T12:51:14+00:00;0.21;5.40;0.46;15939;9800;6138;0;0;26%
2026-09-07T12:51:26+00:00;0.26;6.21;0.56;15939;9804;6135;0;0;26%
2026-09-07T12:51:39+00:00;0.20;5.19;0.50;15939;9804;6135;0;0;26%
2026-09-07T12:51:51+00:00;0.17;7.08;1.32;15939;9796;6142;0;0;26%
2026-09-07T12:52:03+00:00;0.13;5.33;0.48;15939;9805;6133;0;0;26%
2026-09-07T12:52:15+00:00;0.11;6.50;0.50;15939;9800;6138;0;0;26%
2026-09-07T12:52:27+00:00;0.08;5.42;0.50;15939;9809;6129;0;0;26%
2026-09-07T12:52:39+00:00;0.07;5.48;0.63;15939;9810;6128;0;0;26%
2026-09-07T12:52:51+00:00;0.06;6.39;0.54;15939;9801;6137;0;0;26%
2026-09-07T12:53:03+00:00;0.19;5.42;0.80;15939;9803;6135;0;0;26%
2026-09-07T12:53:16+00:00;0.25;6.62;0.56;15939;9808;6131;0;0;26%
2026-09-07T12:53:28+00:00;0.26;5.49;0.56;15939;9808;6131;0;0;26%
2026-09-07T12:53:40+00:00;0.30;6.36;0.54;15939;9806;6132;0;0;26%
2026-09-07T12:53:52+00:00;0.46;5.61;0.50;15939;9803;6136;0;0;26%
2026-09-07T12:54:04+00:00;0.47;5.75;0.78;15939;9805;6134;0;0;26%
2026-09-07T12:54:16+00:00;0.48;6.77;0.56;15939;9807;6131;0;0;26%
2026-09-07T12:54:28+00:00;0.44;5.21;0.65;15939;9818;6121;0;0;26%
2026-09-07T12:54:41+00:00;0.45;6.54;0.56;15939;9804;6134;0;0;26%
2026-09-07T12:54:53+00:00;0.50;5.56;0.50;15939;9813;6125;0;0;26%
2026-09-07T12:55:05+00:00;0.42;5.23;0.59;15939;9813;6126;0;0;26%
2026-09-07T12:55:17+00:00;0.36;6.43;0.65;15939;9807;6131;0;0;26%
2026-09-07T12:55:29+00:00;0.34;5.58;0.80;15939;9803;6136;0;0;26%
2026-09-07T12:55:41+00:00;0.36;6.34;0.65;15939;9817;6121;0;0;26%
2026-09-07T12:55:53+00:00;0.43;4.91;0.46;15939;9820;6118;0;0;26%
2026-09-07T12:56:05+00:00;0.37;6.65;0.61;15939;9818;6121;0;0;26%
2026-09-07T12:56:18+00:00;0.36;5.56;0.54;15939;9811;6128;0;0;26%
2026-09-07T12:56:30+00:00;0.46;4.99;0.46;15939;9800;6139;0;0;26%
2026-09-07T12:56:42+00:00;0.47;7.16;1.28;15939;9789;6149;0;0;26%
2026-09-07T12:56:54+00:00;0.50;5.21;0.59;15939;9788;6150;0;0;26%
2026-09-07T12:57:06+00:00;0.42;6.85;1.06;15939;9795;6144;0;0;26%
2026-09-07T12:57:18+00:00;0.40;5.42;0.65;15939;9797;6142;0;0;26%
2026-09-07T12:57:30+00:00;0.49;6.71;0.58;15939;9770;6169;0;0;26%
2026-09-07T12:57:42+00:00;0.60;6.02;0.98;15939;9778;6161;0;0;26%
2026-09-07T12:57:54+00:00;0.51;5.01;0.50;15939;9776;6163;0;0;26%
2026-09-07T12:58:07+00:00;0.59;6.66;0.61;15939;9783;6156;0;0;26%
2026-09-07T12:58:19+00:00;0.46;5.43;0.52;15939;9761;6177;0;0;26%
2026-09-07T12:58:31+00:00;0.46;6.36;0.72;15939;9754;6185;0;0;26%
2026-09-07T12:58:43+00:00;0.36;5.11;0.50;15939;9761;6177;0;0;26%
