timestamp;container;status;restart_count;health
2026-09-04T16:27:34+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:27:34+00:00;tb-postgres-1;running;0;none
2026-09-04T16:27:34+00:00;tb-kafka-1;running;0;none
2026-09-04T16:27:46+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:27:46+00:00;tb-postgres-1;running;0;none
2026-09-04T16:27:46+00:00;tb-kafka-1;running;0;none
2026-09-04T16:27:58+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:27:58+00:00;tb-postgres-1;running;0;none
2026-09-04T16:27:58+00:00;tb-kafka-1;running;0;none
2026-09-04T16:28:10+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:28:10+00:00;tb-postgres-1;running;0;none
2026-09-04T16:28:10+00:00;tb-kafka-1;running;0;none
2026-09-04T16:28:22+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:28:22+00:00;tb-postgres-1;running;0;none
2026-09-04T16:28:22+00:00;tb-kafka-1;running;0;none
2026-09-04T16:28:34+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:28:34+00:00;tb-postgres-1;running;0;none
2026-09-04T16:28:34+00:00;tb-kafka-1;running;0;none
2026-09-04T16:28:46+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:28:46+00:00;tb-postgres-1;running;0;none
2026-09-04T16:28:46+00:00;tb-kafka-1;running;0;none
2026-09-04T16:28:58+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:28:58+00:00;tb-postgres-1;running;0;none
2026-09-04T16:28:58+00:00;tb-kafka-1;running;0;none
2026-09-04T16:29:11+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:29:11+00:00;tb-postgres-1;running;0;none
2026-09-04T16:29:11+00:00;tb-kafka-1;running;0;none
2026-09-04T16:29:23+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:29:23+00:00;tb-postgres-1;running;0;none
2026-09-04T16:29:23+00:00;tb-kafka-1;running;0;none
2026-09-04T16:29:35+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:29:35+00:00;tb-postgres-1;running;0;none
2026-09-04T16:29:35+00:00;tb-kafka-1;running;0;none
2026-09-04T16:29:47+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:29:47+00:00;tb-postgres-1;running;0;none
2026-09-04T16:29:47+00:00;tb-kafka-1;running;0;none
2026-09-04T16:29:59+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:29:59+00:00;tb-postgres-1;running;0;none
2026-09-04T16:29:59+00:00;tb-kafka-1;running;0;none
2026-09-04T16:30:11+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:30:11+00:00;tb-postgres-1;running;0;none
2026-09-04T16:30:11+00:00;tb-kafka-1;running;0;none
2026-09-04T16:30:23+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:30:23+00:00;tb-postgres-1;running;0;none
2026-09-04T16:30:23+00:00;tb-kafka-1;running;0;none
2026-09-04T16:30:35+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:30:35+00:00;tb-postgres-1;running;0;none
2026-09-04T16:30:35+00:00;tb-kafka-1;running;0;none
2026-09-04T16:30:48+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:30:48+00:00;tb-postgres-1;running;0;none
2026-09-04T16:30:48+00:00;tb-kafka-1;running;0;none
2026-09-04T16:31:00+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:31:00+00:00;tb-postgres-1;running;0;none
2026-09-04T16:31:00+00:00;tb-kafka-1;running;0;none
2026-09-04T16:31:12+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:31:12+00:00;tb-postgres-1;running;0;none
2026-09-04T16:31:12+00:00;tb-kafka-1;running;0;none
2026-09-04T16:31:24+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:31:24+00:00;tb-postgres-1;running;0;none
2026-09-04T16:31:24+00:00;tb-kafka-1;running;0;none
2026-09-04T16:31:36+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:31:36+00:00;tb-postgres-1;running;0;none
2026-09-04T16:31:36+00:00;tb-kafka-1;running;0;none
2026-09-04T16:31:48+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:31:48+00:00;tb-postgres-1;running;0;none
2026-09-04T16:31:48+00:00;tb-kafka-1;running;0;none
2026-09-04T16:32:00+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:32:00+00:00;tb-postgres-1;running;0;none
2026-09-04T16:32:00+00:00;tb-kafka-1;running;0;none
2026-09-04T16:32:12+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:32:12+00:00;tb-postgres-1;running;0;none
2026-09-04T16:32:12+00:00;tb-kafka-1;running;0;none
2026-09-04T16:32:24+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:32:24+00:00;tb-postgres-1;running;0;none
2026-09-04T16:32:24+00:00;tb-kafka-1;running;0;none
2026-09-04T16:32:37+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:32:37+00:00;tb-postgres-1;running;0;none
2026-09-04T16:32:37+00:00;tb-kafka-1;running;0;none
2026-09-04T16:32:49+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:32:49+00:00;tb-postgres-1;running;0;none
2026-09-04T16:32:49+00:00;tb-kafka-1;running;0;none
2026-09-04T16:33:01+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:33:01+00:00;tb-postgres-1;running;0;none
2026-09-04T16:33:01+00:00;tb-kafka-1;running;0;none
2026-09-04T16:33:13+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:33:13+00:00;tb-postgres-1;running;0;none
2026-09-04T16:33:13+00:00;tb-kafka-1;running;0;none
2026-09-04T16:33:25+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:33:25+00:00;tb-postgres-1;running;0;none
2026-09-04T16:33:25+00:00;tb-kafka-1;running;0;none
2026-09-04T16:33:37+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:33:37+00:00;tb-postgres-1;running;0;none
2026-09-04T16:33:37+00:00;tb-kafka-1;running;0;none
2026-09-04T16:33:49+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:33:49+00:00;tb-postgres-1;running;0;none
2026-09-04T16:33:49+00:00;tb-kafka-1;running;0;none
2026-09-04T16:34:02+00:00;tb-thingsboard-ce-1;running;0;none
2026-09-04T16:34:02+00:00;tb-postgres-1;running;0;none
2026-09-04T16:34:02+00:00;tb-kafka-1;running;0;none
